D,supply,osm_coeff,no_saturation,fast_pseudo,Keq_1,Keq_2,K_1,K_2,id
0.000132260016159074,5.90783791158794e-08,0,0,0,10,10,1,1,13996
0.000132260016159074,6.20664838704171e-08,0,0,0,10,10,1,1,13997
0.000132260016159074,6.52057229342861e-08,0,0,0,10,10,1,1,13998
0.000132260016159074,6.85037404770632e-08,0,0,0,10,10,1,1,13999
0.000132260016159074,7.19685673001151e-08,0,0,0,10,10,1,1,14000
0.000132260016159074,7.56086403919129e-08,0,0,0,10,10,1,1,14001
0.000132260016159074,7.94328234724282e-08,0,0,0,10,10,1,1,14002
0.000132260016159074,8.34504285766366e-08,0,0,0,10,10,1,1,14003
0.000132260016159074,8.76712387296869e-08,0,0,0,10,10,1,1,14004
0.000132260016159074,9.21055317689482e-08,0,0,0,10,10,1,1,14005
0.000132260016159074,9.67641053709454e-08,0,0,0,10,10,1,1,14006
0.000132260016159074,1.01658303344122e-07,0,0,0,10,10,1,1,14007
0.000132260016159074,1.06800043251458e-07,0,0,0,10,10,1,1,14008
0.000132260016159074,1.12201845430196e-07,0,0,0,10,10,1,1,14009
0.000132260016159074,1.17876863479359e-07,0,0,0,10,10,1,1,14010
0.000132260016159074,1.23838916289267e-07,0,0,0,10,10,1,1,14011
0.000132260016159074,1.30102521691083e-07,0,0,0,10,10,1,1,14012
0.000132260016159074,1.36682931808293e-07,0,0,0,10,10,1,1,14013
0.000132260016159074,1.43596170196222e-07,0,0,0,10,10,1,1,14014
0.000132260016159074,1.50859070860018e-07,0,0,0,10,10,1,1,14015
0.000132260016159074,1.58489319246111e-07,0,0,0,10,10,1,1,14016
0.000132260016159074,1.66505495306965e-07,0,0,0,10,10,1,1,14017
0.000132260016159074,1.74927118743984e-07,0,0,0,10,10,1,1,14018
0.000132260016159074,1.83774696538751e-07,0,0,0,10,10,1,1,14019
0.000132260016159074,1.93069772888325e-07,0,0,0,10,10,1,1,14020
0.000132260016159074,2.02834981666202e-07,0,0,0,10,10,1,1,14021
0.000132260016159074,2.1309410153668e-07,0,0,0,10,10,1,1,14022
0.000132260016159074,2.23872113856834e-07,0,0,0,10,10,1,1,14023
0.000132260016159074,2.35195263507096e-07,0,0,0,10,10,1,1,14024
0.000132260016159074,2.4709112279856e-07,0,0,0,10,10,1,1,14025
0.000132260016159074,2.5958865861264e-07,0,0,0,10,10,1,1,14026
0.000132260016159074,2.72718302936548e-07,0,0,0,10,10,1,1,14027
0.000132260016159074,2.86512026966378e-07,0,0,0,10,10,1,1,14028
0.000132260016159074,3.01003418958214e-07,0,0,0,10,10,1,1,14029
0.000132260016159074,3.16227766016838e-07,0,0,0,10,10,1,1,14030
0.000132260016159074,3.32222140021215e-07,0,0,0,10,10,1,1,14031
0.000132260016159074,3.49025487895958e-07,0,0,0,10,10,1,1,14032
0.000132260016159074,3.66678726448612e-07,0,0,0,10,10,1,1,14033
0.000132260016159074,3.85224842003675e-07,0,0,0,10,10,1,1,14034
0.000132260016159074,4.04708995075977e-07,0,0,0,10,10,1,1,14035
0.000132260016159074,4.25178630338289e-07,0,0,0,10,10,1,1,14036
0.000132260016159074,4.46683592150963e-07,0,0,0,10,10,1,1,14037
0.000132260016159074,4.69276245934884e-07,0,0,0,10,10,1,1,14038
0.000132260016159074,4.93011605683316e-07,0,0,0,10,10,1,1,14039
0.000132260016159074,5.17947467923121e-07,0,0,0,10,10,1,1,14040
0.000132260016159074,5.4414455245156e-07,0,0,0,10,10,1,1,14041
0.000132260016159074,5.71666650191362e-07,0,0,0,10,10,1,1,14042
0.000132260016159074,6.00580778524112e-07,0,0,0,10,10,1,1,14043
0.000132260016159074,6.30957344480193e-07,0,0,0,10,10,1,1,14044
0.000132260016159074,6.62870316182644e-07,0,0,0,10,10,1,1,14045
0.000132260016159074,6.96397402962431e-07,0,0,0,10,10,1,1,14046
0.000132260016159074,7.31620244583698e-07,0,0,0,10,10,1,1,14047
0.000132260016159074,7.68624610039775e-07,0,0,0,10,10,1,1,14048
0.000132260016159074,8.07500606404022e-07,0,0,0,10,10,1,1,14049
0.000132260016159074,8.48342898244073e-07,0,0,0,10,10,1,1,14050
0.000132260016159074,8.91250938133746e-07,0,0,0,10,10,1,1,14051
0.000132260016159074,9.36329208823942e-07,0,0,0,10,10,1,1,14052
0.000132260016159074,9.83687477662216e-07,0,0,0,10,10,1,1,14053
0.000132260016159074,1.03344106388056e-06,0,0,0,10,10,1,1,14054
0.000132260016159074,1.0857111194022e-06,0,0,0,10,10,1,1,14055
0.000132260016159074,1.14062492385132e-06,0,0,0,10,10,1,1,14056
0.000132260016159074,1.19831619448383e-06,0,0,0,10,10,1,1,14057
0.000132260016159074,1.25892541179417e-06,0,0,0,10,10,1,1,14058
0.000132260016159074,1.32260016159074e-06,0,0,0,10,10,1,1,14059
0.000132260016159074,1.38949549437314e-06,0,0,0,10,10,1,1,14060
0.000132260016159074,1.45977430288617e-06,0,0,0,10,10,1,1,14061
0.000132260016159074,1.53360771877001e-06,0,0,0,10,10,1,1,14062
0.000132260016159074,1.61117552927246e-06,0,0,0,10,10,1,1,14063
0.000132260016159074,1.69266661503788e-06,0,0,0,10,10,1,1,14064
0.000132260016159074,1.77827941003892e-06,0,0,0,10,10,1,1,14065
0.000132260016159074,1.86822238477104e-06,0,0,0,10,10,1,1,14066
0.000132260016159074,1.96271455388621e-06,0,0,0,10,10,1,1,14067
0.000132260016159074,2.06198600950222e-06,0,0,0,10,10,1,1,14068
0.000132260016159074,2.16627848148589e-06,0,0,0,10,10,1,1,14069
0.000132260016159074,2.27584592607479e-06,0,0,0,10,10,1,1,14070
0.000132260016159074,2.39095514427051e-06,0,0,0,10,10,1,1,14071
0.000132260016159074,2.51188643150958e-06,0,0,0,10,10,1,1,14072
0.000132260016159074,2.63893426019374e-06,0,0,0,10,10,1,1,14073
0.000132260016159074,2.77240799674178e-06,0,0,0,10,10,1,1,14074
0.000132260016159074,2.91263265490874e-06,0,0,0,10,10,1,1,14075
0.000132260016159074,3.0599496872072e-06,0,0,0,10,10,1,1,14076
0.000132260016159074,3.21471781635738e-06,0,0,0,10,10,1,1,14077
0.000132260016159074,3.37731390879101e-06,0,0,0,10,10,1,1,14078
0.000132260016159074,3.54813389233575e-06,0,0,0,10,10,1,1,14079
0.000132260016159074,3.72759372031494e-06,0,0,0,10,10,1,1,14080
0.000132260016159074,3.91613038441012e-06,0,0,0,10,10,1,1,14081
0.000132260016159074,4.11420297875284e-06,0,0,0,10,10,1,1,14082
0.000132260016159074,4.32229381783682e-06,0,0,0,10,10,1,1,14083
0.000132260016159074,4.54090961097247e-06,0,0,0,10,10,1,1,14084
0.000132260016159074,4.77058269614393e-06,0,0,0,10,10,1,1,14085
0.000132260016159074,5.01187233627272e-06,0,0,0,10,10,1,1,14086
0.000132260016159074,5.26536608104486e-06,0,0,0,10,10,1,1,14087
0.000132260016159074,5.53168119761723e-06,0,0,0,10,10,1,1,14088
0.000132260016159074,5.81146617368716e-06,0,0,0,10,10,1,1,14089
0.000132260016159074,6.10540229658533e-06,0,0,0,10,10,1,1,14090
0.000132260016159074,6.41420531223692e-06,0,0,0,10,10,1,1,14091
0.000132260016159074,6.73862716803095e-06,0,0,0,10,10,1,1,14092
0.000132260016159074,7.07945784384137e-06,0,0,0,10,10,1,1,14093
0.000132260016159074,7.43752727565905e-06,0,0,0,10,10,1,1,14094
0.000132260016159074,7.81370737651809e-06,0,0,0,10,10,1,1,14095
0.000132260016159074,8.20891415963826e-06,0,0,0,10,10,1,1,14096
0.000132260016159074,8.62410996895275e-06,0,0,0,10,10,1,1,14097
0.000132260016159074,9.06030582245338e-06,0,0,0,10,10,1,1,14098
0.000132260016159074,9.51856387405862e-06,0,0,0,10,10,1,1,14099
0.000132260016159074,1e-05,0,0,0,10,10,1,1,14100
0.000138949549437314,1e-08,0,0,0,10,10,1,1,14101
0.000138949549437314,1.05057865160242e-08,0,0,0,10,10,1,1,14102
0.000138949549437314,1.10371550320276e-08,0,0,0,10,10,1,1,14103
0.000138949549437314,1.15953994510744e-08,0,0,0,10,10,1,1,14104
0.000138949549437314,1.21818791201011e-08,0,0,0,10,10,1,1,14105
0.000138949549437314,1.27980221399795e-08,0,0,0,10,10,1,1,14106
0.000138949549437314,1.34453288429976e-08,0,0,0,10,10,1,1,14107
0.000138949549437314,1.41253754462276e-08,0,0,0,10,10,1,1,14108
0.000138949549437314,1.48398178896757e-08,0,0,0,10,10,1,1,14109
0.000138949549437314,1.55903958685609e-08,0,0,0,10,10,1,1,14110
0.000138949549437314,1.63789370695406e-08,0,0,0,10,10,1,1,14111
0.000138949549437314,1.72073616211989e-08,0,0,0,10,10,1,1,14112
0.000138949549437314,1.80776867696343e-08,0,0,0,10,10,1,1,14113
0.000138949549437314,1.89920317905333e-08,0,0,0,10,10,1,1,14114
0.000138949549437314,1.99526231496888e-08,0,0,0,10,10,1,1,14115
0.000138949549437314,2.09617999245313e-08,0,0,0,10,10,1,1,14116
0.000138949549437314,2.20220194998737e-08,0,0,0,10,10,1,1,14117
0.000138949549437314,2.31358635517395e-08,0,0,0,10,10,1,1,14118
0.000138949549437314,2.43060443338441e-08,0,0,0,10,10,1,1,14119
0.000138949549437314,2.55354112820386e-08,0,0,0,10,10,1,1,14120
0.000138949549437314,2.68269579527973e-08,0,0,0,10,10,1,1,14121
0.000138949549437314,2.81838293126446e-08,0,0,0,10,10,1,1,14122
0.000138949549437314,2.96093293962708e-08,0,0,0,10,10,1,1,14123
0.000138949549437314,3.11069293519861e-08,0,0,0,10,10,1,1,14124
0.000138949549437314,3.26802758941013e-08,0,0,0,10,10,1,1,14125
0.000138949549437314,3.43332001828199e-08,0,0,0,10,10,1,1,14126
0.000138949549437314,3.60697271532629e-08,0,0,0,10,10,1,1,14127
0.000138949549437314,3.78940853163421e-08,0,0,0,10,10,1,1,14128
0.000138949549437314,3.98107170553497e-08,0,0,0,10,10,1,1,14129
0.000138949549437314,4.18242894433348e-08,0,0,0,10,10,1,1,14130
0.000138949549437314,4.3939705607608e-08,0,0,0,10,10,1,1,14131
0.000138949549437314,4.6162116669048e-08,0,0,0,10,10,1,1,14132
0.000138949549437314,4.8496934285282e-08,0,0,0,10,10,1,1,14133
0.000138949549437314,5.09498438282827e-08,0,0,0,10,10,1,1,14134
0.000138949549437314,5.35268182284711e-08,0,0,0,10,10,1,1,14135
0.000138949549437314,5.62341325190349e-08,0,0,0,10,10,1,1,14136
0.000138949549437314,5.90783791158794e-08,0,0,0,10,10,1,1,14137
0.000138949549437314,6.20664838704171e-08,0,0,0,10,10,1,1,14138
0.000138949549437314,6.52057229342861e-08,0,0,0,10,10,1,1,14139
0.000138949549437314,6.85037404770632e-08,0,0,0,10,10,1,1,14140
0.000138949549437314,7.19685673001151e-08,0,0,0,10,10,1,1,14141
0.000138949549437314,7.56086403919129e-08,0,0,0,10,10,1,1,14142
0.000138949549437314,7.94328234724282e-08,0,0,0,10,10,1,1,14143
0.000138949549437314,8.34504285766366e-08,0,0,0,10,10,1,1,14144
0.000138949549437314,8.76712387296869e-08,0,0,0,10,10,1,1,14145
0.000138949549437314,9.21055317689482e-08,0,0,0,10,10,1,1,14146
0.000138949549437314,9.67641053709454e-08,0,0,0,10,10,1,1,14147
0.000138949549437314,1.01658303344122e-07,0,0,0,10,10,1,1,14148
0.000138949549437314,1.06800043251458e-07,0,0,0,10,10,1,1,14149
0.000138949549437314,1.12201845430196e-07,0,0,0,10,10,1,1,14150
0.000138949549437314,1.17876863479359e-07,0,0,0,10,10,1,1,14151
0.000138949549437314,1.23838916289267e-07,0,0,0,10,10,1,1,14152
0.000138949549437314,1.30102521691083e-07,0,0,0,10,10,1,1,14153
0.000138949549437314,1.36682931808293e-07,0,0,0,10,10,1,1,14154
0.000138949549437314,1.43596170196222e-07,0,0,0,10,10,1,1,14155
0.000138949549437314,1.50859070860018e-07,0,0,0,10,10,1,1,14156
0.000138949549437314,1.58489319246111e-07,0,0,0,10,10,1,1,14157
0.000138949549437314,1.66505495306965e-07,0,0,0,10,10,1,1,14158
0.000138949549437314,1.74927118743984e-07,0,0,0,10,10,1,1,14159
0.000138949549437314,1.83774696538751e-07,0,0,0,10,10,1,1,14160
0.000138949549437314,1.93069772888325e-07,0,0,0,10,10,1,1,14161
0.000138949549437314,2.02834981666202e-07,0,0,0,10,10,1,1,14162
0.000138949549437314,2.1309410153668e-07,0,0,0,10,10,1,1,14163
0.000138949549437314,2.23872113856834e-07,0,0,0,10,10,1,1,14164
0.000138949549437314,2.35195263507096e-07,0,0,0,10,10,1,1,14165
0.000138949549437314,2.4709112279856e-07,0,0,0,10,10,1,1,14166
0.000138949549437314,2.5958865861264e-07,0,0,0,10,10,1,1,14167
0.000138949549437314,2.72718302936548e-07,0,0,0,10,10,1,1,14168
0.000138949549437314,2.86512026966378e-07,0,0,0,10,10,1,1,14169
0.000138949549437314,3.01003418958214e-07,0,0,0,10,10,1,1,14170
0.000138949549437314,3.16227766016838e-07,0,0,0,10,10,1,1,14171
0.000138949549437314,3.32222140021215e-07,0,0,0,10,10,1,1,14172
0.000138949549437314,3.49025487895958e-07,0,0,0,10,10,1,1,14173
0.000138949549437314,3.66678726448612e-07,0,0,0,10,10,1,1,14174
0.000138949549437314,3.85224842003675e-07,0,0,0,10,10,1,1,14175
0.000138949549437314,4.04708995075977e-07,0,0,0,10,10,1,1,14176
0.000138949549437314,4.25178630338289e-07,0,0,0,10,10,1,1,14177
0.000138949549437314,4.46683592150963e-07,0,0,0,10,10,1,1,14178
0.000138949549437314,4.69276245934884e-07,0,0,0,10,10,1,1,14179
0.000138949549437314,4.93011605683316e-07,0,0,0,10,10,1,1,14180
0.000138949549437314,5.17947467923121e-07,0,0,0,10,10,1,1,14181
0.000138949549437314,5.4414455245156e-07,0,0,0,10,10,1,1,14182
0.000138949549437314,5.71666650191362e-07,0,0,0,10,10,1,1,14183
0.000138949549437314,6.00580778524112e-07,0,0,0,10,10,1,1,14184
0.000138949549437314,6.30957344480193e-07,0,0,0,10,10,1,1,14185
0.000138949549437314,6.62870316182644e-07,0,0,0,10,10,1,1,14186
0.000138949549437314,6.96397402962431e-07,0,0,0,10,10,1,1,14187
0.000138949549437314,7.31620244583698e-07,0,0,0,10,10,1,1,14188
0.000138949549437314,7.68624610039775e-07,0,0,0,10,10,1,1,14189
0.000138949549437314,8.07500606404022e-07,0,0,0,10,10,1,1,14190
0.000138949549437314,8.48342898244073e-07,0,0,0,10,10,1,1,14191
0.000138949549437314,8.91250938133746e-07,0,0,0,10,10,1,1,14192
0.000138949549437314,9.36329208823942e-07,0,0,0,10,10,1,1,14193
0.000138949549437314,9.83687477662216e-07,0,0,0,10,10,1,1,14194
0.000138949549437314,1.03344106388056e-06,0,0,0,10,10,1,1,14195
0.000138949549437314,1.0857111194022e-06,0,0,0,10,10,1,1,14196
0.000138949549437314,1.14062492385132e-06,0,0,0,10,10,1,1,14197
0.000138949549437314,1.19831619448383e-06,0,0,0,10,10,1,1,14198
0.000138949549437314,1.25892541179417e-06,0,0,0,10,10,1,1,14199
0.000138949549437314,1.32260016159074e-06,0,0,0,10,10,1,1,14200
0.000138949549437314,1.38949549437314e-06,0,0,0,10,10,1,1,14201
0.000138949549437314,1.45977430288617e-06,0,0,0,10,10,1,1,14202
0.000138949549437314,1.53360771877001e-06,0,0,0,10,10,1,1,14203
0.000138949549437314,1.61117552927246e-06,0,0,0,10,10,1,1,14204
0.000138949549437314,1.69266661503788e-06,0,0,0,10,10,1,1,14205
0.000138949549437314,1.77827941003892e-06,0,0,0,10,10,1,1,14206
0.000138949549437314,1.86822238477104e-06,0,0,0,10,10,1,1,14207
0.000138949549437314,1.96271455388621e-06,0,0,0,10,10,1,1,14208
0.000138949549437314,2.06198600950222e-06,0,0,0,10,10,1,1,14209
0.000138949549437314,2.16627848148589e-06,0,0,0,10,10,1,1,14210
0.000138949549437314,2.27584592607479e-06,0,0,0,10,10,1,1,14211
0.000138949549437314,2.39095514427051e-06,0,0,0,10,10,1,1,14212
0.000138949549437314,2.51188643150958e-06,0,0,0,10,10,1,1,14213
0.000138949549437314,2.63893426019374e-06,0,0,0,10,10,1,1,14214
0.000138949549437314,2.77240799674178e-06,0,0,0,10,10,1,1,14215
0.000138949549437314,2.91263265490874e-06,0,0,0,10,10,1,1,14216
0.000138949549437314,3.0599496872072e-06,0,0,0,10,10,1,1,14217
0.000138949549437314,3.21471781635738e-06,0,0,0,10,10,1,1,14218
0.000138949549437314,3.37731390879101e-06,0,0,0,10,10,1,1,14219
0.000138949549437314,3.54813389233575e-06,0,0,0,10,10,1,1,14220
0.000138949549437314,3.72759372031494e-06,0,0,0,10,10,1,1,14221
0.000138949549437314,3.91613038441012e-06,0,0,0,10,10,1,1,14222
0.000138949549437314,4.11420297875284e-06,0,0,0,10,10,1,1,14223
0.000138949549437314,4.32229381783682e-06,0,0,0,10,10,1,1,14224
0.000138949549437314,4.54090961097247e-06,0,0,0,10,10,1,1,14225
0.000138949549437314,4.77058269614393e-06,0,0,0,10,10,1,1,14226
0.000138949549437314,5.01187233627272e-06,0,0,0,10,10,1,1,14227
0.000138949549437314,5.26536608104486e-06,0,0,0,10,10,1,1,14228
0.000138949549437314,5.53168119761723e-06,0,0,0,10,10,1,1,14229
0.000138949549437314,5.81146617368716e-06,0,0,0,10,10,1,1,14230
0.000138949549437314,6.10540229658533e-06,0,0,0,10,10,1,1,14231
0.000138949549437314,6.41420531223692e-06,0,0,0,10,10,1,1,14232
0.000138949549437314,6.73862716803095e-06,0,0,0,10,10,1,1,14233
0.000138949549437314,7.07945784384137e-06,0,0,0,10,10,1,1,14234
0.000138949549437314,7.43752727565905e-06,0,0,0,10,10,1,1,14235
0.000138949549437314,7.81370737651809e-06,0,0,0,10,10,1,1,14236
0.000138949549437314,8.20891415963826e-06,0,0,0,10,10,1,1,14237
0.000138949549437314,8.62410996895275e-06,0,0,0,10,10,1,1,14238
0.000138949549437314,9.06030582245338e-06,0,0,0,10,10,1,1,14239
0.000138949549437314,9.51856387405862e-06,0,0,0,10,10,1,1,14240
0.000138949549437314,1e-05,0,0,0,10,10,1,1,14241
0.000145977430288617,1e-08,0,0,0,10,10,1,1,14242
0.000145977430288617,1.05057865160242e-08,0,0,0,10,10,1,1,14243
0.000145977430288617,1.10371550320276e-08,0,0,0,10,10,1,1,14244
0.000145977430288617,1.15953994510744e-08,0,0,0,10,10,1,1,14245
0.000145977430288617,1.21818791201011e-08,0,0,0,10,10,1,1,14246
0.000145977430288617,1.27980221399795e-08,0,0,0,10,10,1,1,14247
0.000145977430288617,1.34453288429976e-08,0,0,0,10,10,1,1,14248
0.000145977430288617,1.41253754462276e-08,0,0,0,10,10,1,1,14249
0.000145977430288617,1.48398178896757e-08,0,0,0,10,10,1,1,14250
0.000145977430288617,1.55903958685609e-08,0,0,0,10,10,1,1,14251
0.000145977430288617,1.63789370695406e-08,0,0,0,10,10,1,1,14252
0.000145977430288617,1.72073616211989e-08,0,0,0,10,10,1,1,14253
0.000145977430288617,1.80776867696343e-08,0,0,0,10,10,1,1,14254
0.000145977430288617,1.89920317905333e-08,0,0,0,10,10,1,1,14255
0.000145977430288617,1.99526231496888e-08,0,0,0,10,10,1,1,14256
0.000145977430288617,2.09617999245313e-08,0,0,0,10,10,1,1,14257
0.000145977430288617,2.20220194998737e-08,0,0,0,10,10,1,1,14258
0.000145977430288617,2.31358635517395e-08,0,0,0,10,10,1,1,14259
0.000145977430288617,2.43060443338441e-08,0,0,0,10,10,1,1,14260
0.000145977430288617,2.55354112820386e-08,0,0,0,10,10,1,1,14261
0.000145977430288617,2.68269579527973e-08,0,0,0,10,10,1,1,14262
0.000145977430288617,2.81838293126446e-08,0,0,0,10,10,1,1,14263
0.000145977430288617,2.96093293962708e-08,0,0,0,10,10,1,1,14264
0.000145977430288617,3.11069293519861e-08,0,0,0,10,10,1,1,14265
0.000145977430288617,3.26802758941013e-08,0,0,0,10,10,1,1,14266
0.000145977430288617,3.43332001828199e-08,0,0,0,10,10,1,1,14267
0.000145977430288617,3.60697271532629e-08,0,0,0,10,10,1,1,14268
0.000145977430288617,3.78940853163421e-08,0,0,0,10,10,1,1,14269
0.000145977430288617,3.98107170553497e-08,0,0,0,10,10,1,1,14270
0.000145977430288617,4.18242894433348e-08,0,0,0,10,10,1,1,14271
0.000145977430288617,4.3939705607608e-08,0,0,0,10,10,1,1,14272
0.000145977430288617,4.6162116669048e-08,0,0,0,10,10,1,1,14273
0.000145977430288617,4.8496934285282e-08,0,0,0,10,10,1,1,14274
0.000145977430288617,5.09498438282827e-08,0,0,0,10,10,1,1,14275
0.000145977430288617,5.35268182284711e-08,0,0,0,10,10,1,1,14276
0.000145977430288617,5.62341325190349e-08,0,0,0,10,10,1,1,14277
0.000145977430288617,5.90783791158794e-08,0,0,0,10,10,1,1,14278
0.000145977430288617,6.20664838704171e-08,0,0,0,10,10,1,1,14279
0.000145977430288617,6.52057229342861e-08,0,0,0,10,10,1,1,14280
0.000145977430288617,6.85037404770632e-08,0,0,0,10,10,1,1,14281
0.000145977430288617,7.19685673001151e-08,0,0,0,10,10,1,1,14282
0.000145977430288617,7.56086403919129e-08,0,0,0,10,10,1,1,14283
0.000145977430288617,7.94328234724282e-08,0,0,0,10,10,1,1,14284
0.000145977430288617,8.34504285766366e-08,0,0,0,10,10,1,1,14285
0.000145977430288617,8.76712387296869e-08,0,0,0,10,10,1,1,14286
0.000145977430288617,9.21055317689482e-08,0,0,0,10,10,1,1,14287
0.000145977430288617,9.67641053709454e-08,0,0,0,10,10,1,1,14288
0.000145977430288617,1.01658303344122e-07,0,0,0,10,10,1,1,14289
0.000145977430288617,1.06800043251458e-07,0,0,0,10,10,1,1,14290
0.000145977430288617,1.12201845430196e-07,0,0,0,10,10,1,1,14291
0.000145977430288617,1.17876863479359e-07,0,0,0,10,10,1,1,14292
0.000145977430288617,1.23838916289267e-07,0,0,0,10,10,1,1,14293
0.000145977430288617,1.30102521691083e-07,0,0,0,10,10,1,1,14294
0.000145977430288617,1.36682931808293e-07,0,0,0,10,10,1,1,14295
0.000145977430288617,1.43596170196222e-07,0,0,0,10,10,1,1,14296
0.000145977430288617,1.50859070860018e-07,0,0,0,10,10,1,1,14297
0.000145977430288617,1.58489319246111e-07,0,0,0,10,10,1,1,14298
0.000145977430288617,1.66505495306965e-07,0,0,0,10,10,1,1,14299
0.000145977430288617,1.74927118743984e-07,0,0,0,10,10,1,1,14300
0.000145977430288617,1.83774696538751e-07,0,0,0,10,10,1,1,14301
0.000145977430288617,1.93069772888325e-07,0,0,0,10,10,1,1,14302
0.000145977430288617,2.02834981666202e-07,0,0,0,10,10,1,1,14303
0.000145977430288617,2.1309410153668e-07,0,0,0,10,10,1,1,14304
0.000145977430288617,2.23872113856834e-07,0,0,0,10,10,1,1,14305
0.000145977430288617,2.35195263507096e-07,0,0,0,10,10,1,1,14306
0.000145977430288617,2.4709112279856e-07,0,0,0,10,10,1,1,14307
0.000145977430288617,2.5958865861264e-07,0,0,0,10,10,1,1,14308
0.000145977430288617,2.72718302936548e-07,0,0,0,10,10,1,1,14309
0.000145977430288617,2.86512026966378e-07,0,0,0,10,10,1,1,14310
0.000145977430288617,3.01003418958214e-07,0,0,0,10,10,1,1,14311
0.000145977430288617,3.16227766016838e-07,0,0,0,10,10,1,1,14312
0.000145977430288617,3.32222140021215e-07,0,0,0,10,10,1,1,14313
0.000145977430288617,3.49025487895958e-07,0,0,0,10,10,1,1,14314
0.000145977430288617,3.66678726448612e-07,0,0,0,10,10,1,1,14315
0.000145977430288617,3.85224842003675e-07,0,0,0,10,10,1,1,14316
0.000145977430288617,4.04708995075977e-07,0,0,0,10,10,1,1,14317
0.000145977430288617,4.25178630338289e-07,0,0,0,10,10,1,1,14318
0.000145977430288617,4.46683592150963e-07,0,0,0,10,10,1,1,14319
0.000145977430288617,4.69276245934884e-07,0,0,0,10,10,1,1,14320
0.000145977430288617,4.93011605683316e-07,0,0,0,10,10,1,1,14321
0.000145977430288617,5.17947467923121e-07,0,0,0,10,10,1,1,14322
0.000145977430288617,5.4414455245156e-07,0,0,0,10,10,1,1,14323
0.000145977430288617,5.71666650191362e-07,0,0,0,10,10,1,1,14324
0.000145977430288617,6.00580778524112e-07,0,0,0,10,10,1,1,14325
0.000145977430288617,6.30957344480193e-07,0,0,0,10,10,1,1,14326
0.000145977430288617,6.62870316182644e-07,0,0,0,10,10,1,1,14327
0.000145977430288617,6.96397402962431e-07,0,0,0,10,10,1,1,14328
0.000145977430288617,7.31620244583698e-07,0,0,0,10,10,1,1,14329
0.000145977430288617,7.68624610039775e-07,0,0,0,10,10,1,1,14330
0.000145977430288617,8.07500606404022e-07,0,0,0,10,10,1,1,14331
0.000145977430288617,8.48342898244073e-07,0,0,0,10,10,1,1,14332
0.000145977430288617,8.91250938133746e-07,0,0,0,10,10,1,1,14333
0.000145977430288617,9.36329208823942e-07,0,0,0,10,10,1,1,14334
0.000145977430288617,9.83687477662216e-07,0,0,0,10,10,1,1,14335
0.000145977430288617,1.03344106388056e-06,0,0,0,10,10,1,1,14336
0.000145977430288617,1.0857111194022e-06,0,0,0,10,10,1,1,14337
0.000145977430288617,1.14062492385132e-06,0,0,0,10,10,1,1,14338
0.000145977430288617,1.19831619448383e-06,0,0,0,10,10,1,1,14339
0.000145977430288617,1.25892541179417e-06,0,0,0,10,10,1,1,14340
0.000145977430288617,1.32260016159074e-06,0,0,0,10,10,1,1,14341
0.000145977430288617,1.38949549437314e-06,0,0,0,10,10,1,1,14342
0.000145977430288617,1.45977430288617e-06,0,0,0,10,10,1,1,14343
0.000145977430288617,1.53360771877001e-06,0,0,0,10,10,1,1,14344
0.000145977430288617,1.61117552927246e-06,0,0,0,10,10,1,1,14345
0.000145977430288617,1.69266661503788e-06,0,0,0,10,10,1,1,14346
0.000145977430288617,1.77827941003892e-06,0,0,0,10,10,1,1,14347
0.000145977430288617,1.86822238477104e-06,0,0,0,10,10,1,1,14348
0.000145977430288617,1.96271455388621e-06,0,0,0,10,10,1,1,14349
0.000145977430288617,2.06198600950222e-06,0,0,0,10,10,1,1,14350
0.000145977430288617,2.16627848148589e-06,0,0,0,10,10,1,1,14351
0.000145977430288617,2.27584592607479e-06,0,0,0,10,10,1,1,14352
0.000145977430288617,2.39095514427051e-06,0,0,0,10,10,1,1,14353
0.000145977430288617,2.51188643150958e-06,0,0,0,10,10,1,1,14354
0.000145977430288617,2.63893426019374e-06,0,0,0,10,10,1,1,14355
0.000145977430288617,2.77240799674178e-06,0,0,0,10,10,1,1,14356
0.000145977430288617,2.91263265490874e-06,0,0,0,10,10,1,1,14357
0.000145977430288617,3.0599496872072e-06,0,0,0,10,10,1,1,14358
0.000145977430288617,3.21471781635738e-06,0,0,0,10,10,1,1,14359
0.000145977430288617,3.37731390879101e-06,0,0,0,10,10,1,1,14360
0.000145977430288617,3.54813389233575e-06,0,0,0,10,10,1,1,14361
0.000145977430288617,3.72759372031494e-06,0,0,0,10,10,1,1,14362
0.000145977430288617,3.91613038441012e-06,0,0,0,10,10,1,1,14363
0.000145977430288617,4.11420297875284e-06,0,0,0,10,10,1,1,14364
0.000145977430288617,4.32229381783682e-06,0,0,0,10,10,1,1,14365
0.000145977430288617,4.54090961097247e-06,0,0,0,10,10,1,1,14366
0.000145977430288617,4.77058269614393e-06,0,0,0,10,10,1,1,14367
0.000145977430288617,5.01187233627272e-06,0,0,0,10,10,1,1,14368
0.000145977430288617,5.26536608104486e-06,0,0,0,10,10,1,1,14369
0.000145977430288617,5.53168119761723e-06,0,0,0,10,10,1,1,14370
0.000145977430288617,5.81146617368716e-06,0,0,0,10,10,1,1,14371
0.000145977430288617,6.10540229658533e-06,0,0,0,10,10,1,1,14372
